STOPID,STOPNAME,X,Y
XBUS_00005954,XBUS_00005954,22.527526,113.994688
XBUS_00005955,XBUS_00005955,22.527572,113.996351
XBUS_00005956,XBUS_00005956,22.533189,113.994845
XBUS_00005957,XBUS_00005957,22.532504,113.995239
XBUS_00005962,XBUS_00005962,22.538957,113.996594
XBUS_00005963,XBUS_00005963,22.530321,113.997872
XBUS_00005964,XBUS_00005964,22.53046,113.998126
XBUS_00005965,XBUS_00005965,22.534252,113.997536
XBUS_00005966,XBUS_00005966,22.534401,113.997209
XBUS_00005967,XBUS_00005967,22.536264,113.996917
XBUS_00005968,XBUS_00005968,22.53688,113.997141
XBUS_00005969,XBUS_00005969,22.539648,113.996751
XBUS_00005970,XBUS_00005970,22.543076,113.914215
XBUS_00005972,XBUS_00005972,22.561351,113.920995
XBUS_00005973,XBUS_00005973,22.563036,113.92123
XBUS_00005974,XBUS_00005974,22.565423,113.922218
XBUS_00005975,XBUS_00005975,22.542213,113.923895
XBUS_00005976,XBUS_00005976,22.542619,113.923489
XBUS_00005977,XBUS_00005977,22.547006,113.923151
XBUS_00005978,XBUS_00005978,22.547773,113.923456
XBUS_00005979,XBUS_00005979,22.549404,113.923436
XBUS_00005980,XBUS_00005980,22.548485,113.923117
XBUS_00005981,XBUS_00005981,22.546106,113.924982
XBUS_00005982,XBUS_00005982,22.546283,113.924757
XBUS_00005983,XBUS_00005983,22.546253,113.927269
XBUS_00005984,XBUS_00005984,22.546086,113.9273
XBUS_00005985,XBUS_00005985,22.552154,113.92584
XBUS_00005986,XBUS_00005986,22.557313,113.924056
XBUS_00005987,XBUS_00005987,22.557495,113.924332
XBUS_00005988,XBUS_00005988,22.543995,113.932321
XBUS_00005989,XBUS_00005989,22.554065,113.978152
XBUS_00005990,XBUS_00005990,22.544142,113.932818
XBUS_00005991,XBUS_00005991,22.546144,113.931212
XBUS_00005992,XBUS_00005992,22.54631,113.930739
XBUS_00005993,XBUS_00005993,22.545686,113.933101
XBUS_00005995,XBUS_00005995,22.545784,113.933534
XBUS_00005997,XBUS_00005997,22.542473,113.936819
XBUS_00005998,XBUS_00005998,22.544321,113.935798
XBUS_00005999,XBUS_00005999,22.544445,113.935654
XBUS_00006000,XBUS_00006000,22.543978,113.935815
XBUS_00006001,XBUS_00006001,22.542662,113.937141
XBUS_00006002,XBUS_00006002,22.542679,113.939458
XBUS_00006003,XBUS_00006003,22.542472,113.939256
XBUS_00006004,XBUS_00006004,22.548316,113.936682
XBUS_00006005,XBUS_00006005,22.548621,113.936572
XBUS_00006009,XBUS_00006009,22.55923,113.92283
XBUS_00006010,XBUS_00006010,22.559118,113.923673
XBUS_00006014,XBUS_00006014,22.568425,113.935157
XBUS_00006015,XBUS_00006015,22.568553,113.937941
XBUS_00006022,XBUS_00006022,22.607243,113.938431
XBUS_00006023,XBUS_00006023,22.543076,113.943595
XBUS_00006024,XBUS_00006024,22.5496,113.940836
XBUS_00006025,XBUS_00006025,22.543203,113.94302
XBUS_00006026,XBUS_00006026,22.542088,113.945392
XBUS_00006027,XBUS_00006027,22.546054,113.945337
XBUS_00006028,XBUS_00006028,22.548221,113.945472
XBUS_00006029,XBUS_00006029,22.549775,113.940885
XBUS_00006031,XBUS_00006031,22.549759,113.943443
XBUS_00006032,XBUS_00006032,22.54957,113.943516
XBUS_00006033,XBUS_00006033,22.550345,113.945259
XBUS_00006034,XBUS_00006034,22.55365,113.945478
XBUS_00006035,XBUS_00006035,22.554808,113.945358
XBUS_00006036,XBUS_00006036,22.556685,113.947045
XBUS_00006037,XBUS_00006037,22.54267,113.949801
XBUS_00006038,XBUS_00006038,22.542618,113.949631
XBUS_00006039,XBUS_00006039,22.544986,113.949838
XBUS_00006040,XBUS_00006040,22.544979,113.949675
XBUS_00006045,XBUS_00006045,22.556659,113.946772
XBUS_00006046,XBUS_00006046,22.5558,113.950508
XBUS_00006047,XBUS_00006047,22.55593,113.949958
XBUS_00006048,XBUS_00006048,22.556746,113.951671
XBUS_00006049,XBUS_00006049,22.557682,113.95162
XBUS_00006050,XBUS_00006050,22.556409,113.953888
XBUS_00006051,XBUS_00006051,22.556253,113.954135
XBUS_00006052,XBUS_00006052,22.557722,113.945432
XBUS_00006053,XBUS_00006053,22.558205,113.945553
XBUS_00006054,XBUS_00006054,22.560232,113.945613
XBUS_00006055,XBUS_00006055,22.561025,113.945482
XBUS_00006056,XBUS_00006056,22.568284,113.940206
XBUS_00006057,XBUS_00006057,22.568613,113.942895
XBUS_00006058,XBUS_00006058,22.56829,113.944091
XBUS_00006059,XBUS_00006059,22.56855,113.94724
XBUS_00006060,XBUS_00006060,22.561219,113.948053
XBUS_00006061,XBUS_00006061,22.561221,113.949037
XBUS_00006062,XBUS_00006062,22.560885,113.952244
XBUS_00006063,XBUS_00006063,22.56055,113.953373
XBUS_00006065,XBUS_00006065,22.568544,113.953226
XBUS_00006066,XBUS_00006066,22.567002,113.955227
XBUS_00006067,XBUS_00006067,22.567503,113.955371
XBUS_00006068,XBUS_00006068,22.572742,113.95331
XBUS_00006069,XBUS_00006069,22.571595,113.954291
XBUS_00006070,XBUS_00006070,22.57128,113.954601
XBUS_00006071,XBUS_00006071,22.546457,113.959778
XBUS_00006072,XBUS_00006072,22.545913,113.959487
XBUS_00006073,XBUS_00006073,22.557055,113.957904
XBUS_00006074,XBUS_00006074,22.557367,113.957522
XBUS_00006075,XBUS_00006075,22.543388,113.965103
XBUS_00006076,XBUS_00006076,22.544982,113.965565
XBUS_00006077,XBUS_00006077,22.548783,113.965831
XBUS_00006078,XBUS_00006078,22.546634,113.966996
XBUS_00006080,XBUS_00006080,22.542055,113.968831
XBUS_00006082,XBUS_00006082,22.543784,113.968501
XBUS_00006086,XBUS_00006086,22.550461,113.966343
XBUS_00006088,XBUS_00006088,22.556686,113.969539
XBUS_00006089,XBUS_00006089,22.556918,113.969128
XBUS_00006090,XBUS_00006090,22.563239,113.96014
XBUS_00006091,XBUS_00006091,22.562889,113.960401
XBUS_00006092,XBUS_00006092,22.562144,113.962918
XBUS_00006093,XBUS_00006093,22.562564,113.962114
XBUS_00006094,XBUS_00006094,22.566737,113.957858
XBUS_00006095,XBUS_00006095,22.571285,113.956015
XBUS_00006096,XBUS_00006096,22.567414,113.957674
XBUS_00006097,XBUS_00006097,22.568189,113.958666
XBUS_00006098,XBUS_00006098,22.568455,113.959181
XBUS_00006099,XBUS_00006099,22.5714,113.956092
XBUS_00006100,XBUS_00006100,22.571565,113.958954
XBUS_00006101,XBUS_00006101,22.571601,113.959089
XBUS_00006102,XBUS_00006102,22.568371,113.961705
XBUS_00006103,XBUS_00006103,22.568085,113.961528
XBUS_00006104,XBUS_00006104,22.561168,113.966519
XBUS_00006105,XBUS_00006105,22.561272,113.966836
XBUS_00006106,XBUS_00006106,22.560178,113.970791
XBUS_00006107,XBUS_00006107,22.560136,113.970268
XBUS_00006108,XBUS_00006108,22.560359,113.97219
XBUS_00006109,XBUS_00006109,22.558993,113.971587
XBUS_00006111,XBUS_00006111,22.580084,113.939304
XBUS_00006112,XBUS_00006112,22.580172,113.949908
XBUS_00006113,XBUS_00006113,22.580642,113.95026
XBUS_00006114,XBUS_00006114,22.575623,113.953367
XBUS_00006115,XBUS_00006115,22.574485,113.954229
XBUS_00006116,XBUS_00006116,22.575507,113.954548
XBUS_00006117,XBUS_00006117,22.578197,113.954426
XBUS_00006118,XBUS_00006118,22.578354,113.954163
XBUS_00006119,XBUS_00006119,22.580209,113.951041
XBUS_00006120,XBUS_00006120,22.580984,113.95201
XBUS_00006121,XBUS_00006121,22.578603,113.954197
XBUS_00006122,XBUS_00006122,22.578288,113.954411
XBUS_00006124,XBUS_00006124,22.586333,113.955037
XBUS_00006125,XBUS_00006125,22.586857,113.954875
XBUS_00006126,XBUS_00006126,22.591553,113.949291
XBUS_00006127,XBUS_00006127,22.592594,113.948072
XBUS_00006128,XBUS_00006128,22.574136,113.957355
XBUS_00006129,XBUS_00006129,22.574406,113.957444
XBUS_00006130,XBUS_00006130,22.580467,113.956554
XBUS_00006131,XBUS_00006131,22.581063,113.95757
XBUS_00006132,XBUS_00006132,22.582425,113.964159
XBUS_00006134,XBUS_00006134,22.585991,113.968401
XBUS_00006135,XBUS_00006135,22.586461,113.96779
XBUS_00006136,XBUS_00006136,22.588367,113.964169
XBUS_00006137,XBUS_00006137,22.588357,113.964332
XBUS_00006139,XBUS_00006139,22.584059,113.969831
XBUS_00006140,XBUS_00006140,22.584092,113.969663
XBUS_00006141,XBUS_00006141,22.582923,113.968647
XBUS_00006142,XBUS_00006142,22.59104,113.960638
XBUS_00006143,XBUS_00006143,22.591223,113.960612
XBUS_00006144,XBUS_00006144,22.594149,113.963428
XBUS_00006145,XBUS_00006145,22.593957,113.963504
XBUS_00006146,XBUS_00006146,22.5923,113.964029
XBUS_00006147,XBUS_00006147,22.592144,113.964239
XBUS_00006148,XBUS_00006148,22.595719,113.96619
XBUS_00006149,XBUS_00006149,22.596146,113.965673
XBUS_00006152,XBUS_00006152,22.607512,113.938263
XBUS_00006153,XBUS_00006153,22.623206,113.939069
XBUS_00006156,XBUS_00006156,22.62138,113.939473
XBUS_00006157,XBUS_00006157,22.633091,113.947258
XBUS_00006158,XBUS_00006158,22.633254,113.94732
XBUS_00006159,XBUS_00006159,22.634433,113.949666
XBUS_00006160,XBUS_00006160,22.634644,113.949778
XBUS_00006161,XBUS_00006161,22.607136,113.970404
XBUS_00006162,XBUS_00006162,22.607226,113.970534
XBUS_00006163,XBUS_00006163,22.609029,113.971551
XBUS_00006164,XBUS_00006164,22.609008,113.971421
XBUS_00006170,XBUS_00006170,22.553403,113.978807
XBUS_00006174,XBUS_00006174,22.54808,113.98569
XBUS_00006175,XBUS_00006175,22.548694,113.985911
XBUS_00006176,XBUS_00006176,22.546799,113.986347
XBUS_00006179,XBUS_00006179,22.562689,113.973926
XBUS_00006180,XBUS_00006180,22.563098,113.97401
XBUS_00006181,XBUS_00006181,22.564811,113.973241
XBUS_00006182,XBUS_00006182,22.565688,113.972183
XBUS_00006183,XBUS_00006183,22.558915,113.984737
XBUS_00006184,XBUS_00006184,22.560162,113.980433
XBUS_00006185,XBUS_00006185,22.561781,113.98113
XBUS_00006186,XBUS_00006186,22.561724,113.981177
XBUS_00006187,XBUS_00006187,22.558916,113.983844
XBUS_00006188,XBUS_00006188,22.540545,113.920876
XBUS_00006190,XBUS_00006190,22.562589,113.982805
XBUS_00006191,XBUS_00006191,22.56232,113.983042
XBUS_00006192,XBUS_00006192,22.561678,113.985415
XBUS_00006193,XBUS_00006193,22.561852,113.985441
XBUS_00006196,XBUS_00006196,22.542298,113.990652
XBUS_00006197,XBUS_00006197,22.543661,113.990293
XBUS_00006198,XBUS_00006198,22.585263,113.982625
XBUS_00006200,XBUS_00006200,22.587089,113.983751
XBUS_00006203,XBUS_00006203,22.588962,113.985663
XBUS_00006208,XBUS_00006208,22.591167,113.98767
XBUS_00006213,XBUS_00006213,22.592101,113.992983
XBUS_00006215,XBUS_00006215,22.616566,113.973998
XBUS_00006216,XBUS_00006216,22.616609,113.973918
XBUS_00006217,XBUS_00006217,22.621034,113.974734
XBUS_00006218,XBUS_00006218,22.620779,113.974852
XBUS_00006219,XBUS_00006219,22.619423,113.974462
XBUS_00006220,XBUS_00006220,22.619574,113.97458
XBUS_00006221,XBUS_00006221,22.622391,113.973744
XBUS_00006222,XBUS_00006222,22.622421,113.973856
XBUS_00006223,XBUS_00006223,22.627112,113.972581
XBUS_00006225,XBUS_00006225,22.536699,114.031049
XBUS_00006226,XBUS_00006226,22.5373,114.031159
XBUS_00006227,XBUS_00006227,22.572959,114.143242
XBUS_00006228,XBUS_00006228,22.541099,114.135544
XBUS_00006229,XBUS_00006229,22.512283,114.046448
XBUS_00006230,XBUS_00006230,22.553676,114.046868
XBUS_00006231,XBUS_00006231,22.553929,114.047084
XBUS_00006232,XBUS_00006232,22.561288,113.979912
XBUS_00006233,XBUS_00006233,22.566964,113.968277
XBUS_00006234,XBUS_00006234,22.566703,113.968532
XBUS_00006235,XBUS_00006235,22.521158,114.073776
XBUS_00006236,XBUS_00006236,22.553591,114.14757
XBUS_00006237,XBUS_00006237,22.553652,114.151031
XBUS_00006238,XBUS_00006238,22.562163,114.144745
XBUS_00006239,XBUS_00006239,22.530367,114.087268
XBUS_00006240,XBUS_00006240,22.548115,114.050389
XBUS_00006241,XBUS_00006241,22.578806,113.958538
XBUS_00006242,XBUS_00006242,22.484247,113.93138
XBUS_00006243,XBUS_00006243,22.484047,113.931459
XBUS_00006244,XBUS_00006244,22.542857,114.051906
XBUS_00006246,XBUS_00006246,22.556644,114.030621
XBUS_00006247,XBUS_00006247,22.513337,114.064205
XBUS_00006248,XBUS_00006248,22.512741,114.062989
XBUS_00006249,XBUS_00006249,22.508435,114.055885
XBUS_00006250,XBUS_00006250,22.556965,114.154034
XBUS_00006251,XBUS_00006251,22.531519,114.011974
XBUS_00006253,XBUS_00006253,22.568333,114.064832
XBUS_00006254,XBUS_00006254,22.556688,113.956323
XBUS_00006258,XBUS_00006258,22.585901,113.964534
XBUS_00006259,XBUS_00006259,22.585768,113.96437
XBUS_00006260,XBUS_00006260,22.543181,113.948078
XBUS_00006261,XBUS_00006261,22.543305,113.947114
XBUS_00006262,XBUS_00006262,22.527187,113.908463
XBUS_00006264,XBUS_00006264,22.506116,113.89017
XBUS_00006265,XBUS_00006265,22.592076,113.99858
XBUS_00006267,XBUS_00006267,22.579944,114.106488
XBUS_00006268,XBUS_00006268,22.572745,114.10347
XBUS_00006269,XBUS_00006269,22.546398,113.940379
XBUS_00006270,XBUS_00006270,22.546207,113.941278
XBUS_00006271,XBUS_00006271,22.515902,113.932669
XBUS_00006272,XBUS_00006272,22.558072,114.181839
XBUS_00006273,XBUS_00006273,22.55395,114.186962
XBUS_00006274,XBUS_00006274,22.522057,113.937307
XBUS_00006275,XBUS_00006275,22.521247,113.937148
XBUS_00006276,XBUS_00006276,22.537398,113.976908
XBUS_00006279,XBUS_00006279,22.508108,114.049145
XBUS_00006280,XBUS_00006280,22.509695,114.054689
XBUS_00006282,XBUS_00006282,22.539394,114.028297
XBUS_00006286,XBUS_00006286,22.469907,113.903711
XBUS_00006287,XBUS_00006287,22.469787,113.903841
XBUS_00006288,XBUS_00006288,22.558382,114.06557
XBUS_00006289,XBUS_00006289,22.540127,114.019981
XBUS_00006299,XBUS_00006299,22.500165,113.880806
XBUS_00006306,XBUS_00006306,22.541311,114.000893
XBUS_00006307,XBUS_00006307,22.544151,114.112248
XBUS_00006308,XBUS_00006308,22.536788,114.051612
XBUS_00006312,XBUS_00006312,22.570461,113.948506
XBUS_00006313,XBUS_00006313,22.570115,113.948165
XBUS_00006314,XBUS_00006314,22.57706,113.948057
XBUS_00006315,XBUS_00006315,22.576108,113.948356
XBUS_00006316,XBUS_00006316,22.570205,114.130208
XBUS_00006319,XBUS_00006319,22.597218,114.186475
XBUS_00006320,XBUS_00006320,22.596871,114.186667
XBUS_00006321,XBUS_00006321,22.597925,114.18369
XBUS_00006322,XBUS_00006322,22.598037,114.184044
XBUS_00006323,XBUS_00006323,22.601763,114.176425
XBUS_00006324,XBUS_00006324,22.601669,114.176611
XBUS_00006325,XBUS_00006325,22.601042,114.175011
XBUS_00006326,XBUS_00006326,22.600769,114.175064
XBUS_00006327,XBUS_00006327,22.494688,113.927293
XBUS_00006328,XBUS_00006328,22.49484,113.927087
XBUS_00006329,XBUS_00006329,22.494677,113.932749
XBUS_00006330,XBUS_00006330,22.494852,113.932933
XBUS_00006331,XBUS_00006331,22.551219,114.085456
XBUS_00006354,XBUS_00006354,22.55853,114.112222
XBUS_00006375,XBUS_00006375,22.540628,113.919084
XBUS_00006391,XBUS_00006391,22.486292,113.919154
XBUS_00006392,XBUS_00006392,22.486734,113.9211
XBUS_00006399,XBUS_00006399,22.55308,113.924719
XBUS_00006400,XBUS_00006400,22.604315,114.165182
XBUS_00006418,XBUS_00006418,22.554944,113.939131
XBUS_00006431,XBUS_00006431,22.591792,113.945614
XBUS_00006432,XBUS_00006432,22.583905,113.948582
XBUS_00006433,XBUS_00006433,22.584183,113.948475
XBUS_00006759,XBUS_00006759,22.562049,114.107448
XBUS_00006812,XBUS_00006812,22.574253,113.95173
XBUS_00006814,XBUS_00006814,22.503983,113.916748
XBUS_00006816,XBUS_00006816,22.549733,113.938404
XBUS_00006817,XBUS_00006817,22.549555,113.938295
XBUS_00006831,XBUS_00006831,22.558843,114.01198
XBUS_00006832,XBUS_00006832,22.535284,114.053122
XBUS_00006833,XBUS_00006833,22.571069,114.086073
XBUS_00006836,XBUS_00006836,22.578729,114.099777
XBUS_00006837,XBUS_00006837,22.578326,114.09978
XBUS_00006838,XBUS_00006838,22.555663,114.079309
XBUS_00006840,XBUS_00006840,22.578875,114.107197
XBUS_00006842,XBUS_00006842,22.578867,114.11001
XBUS_00006844,XBUS_00006844,22.510961,114.059801
XBUS_00006845,XBUS_00006845,22.508042,114.053512
XBUS_00006846,XBUS_00006846,22.555478,114.187878
XBUS_00006847,XBUS_00006847,22.556031,114.188344
XBUS_00006848,XBUS_00006848,22.563066,114.170395
XBUS_00006860,XBUS_00006860,22.544859,113.929254
XBUS_00006861,XBUS_00006861,22.544616,113.929323
XBUS_00006862,XBUS_00006862,22.542771,113.928775
XBUS_00006863,XBUS_00006863,22.542903,113.928813
XBUS_00006864,XBUS_00006864,22.542492,113.927403
XBUS_00006865,XBUS_00006865,22.542473,113.927205
XBUS_00006866,XBUS_00006866,22.540569,113.927295
XBUS_00006875,XBUS_00006875,22.518008,113.930514
XBUS_00006876,XBUS_00006876,22.516396,113.931792
XBUS_00006877,XBUS_00006877,22.555043,113.974694
XBUS_00006885,XBUS_00006885,22.58487,114.144417
XBUS_00006886,XBUS_00006886,22.584806,114.144571
XBUS_00006887,XBUS_00006887,22.499262,113.934755
XBUS_00006888,XBUS_00006888,22.499119,113.934932
XBUS_00006889,XBUS_00006889,22.496476,113.934804
XBUS_00006890,XBUS_00006890,22.495828,113.934708
XBUS_00006894,XBUS_00006894,22.574326,113.935434
XBUS_00006895,XBUS_00006895,22.576813,113.933618
XBUS_00006896,XBUS_00006896,22.577005,113.933437
XBUS_00006897,XBUS_00006897,22.579097,113.936442
XBUS_00006898,XBUS_00006898,22.578874,113.936576
XBUS_00006901,XBUS_00006901,22.532246,113.942742
XBUS_00006902,XBUS_00006902,22.531843,113.941463
XBUS_00006903,XBUS_00006903,22.537699,113.943457
XBUS_00006904,XBUS_00006904,22.556416,113.990769
XBUS_00006905,XBUS_00006905,22.550873,114.008911
XBUS_00006906,XBUS_00006906,22.547461,114.009937
XBUS_00006907,XBUS_00006907,22.547726,114.009575
XBUS_00006911,XBUS_00006911,22.604274,114.169445
XBUS_00006914,XBUS_00006914,22.600203,114.179873
XBUS_00006916,XBUS_00006916,22.592266,114.192371
XBUS_00006917,XBUS_00006917,22.595602,113.966314
XBUS_00006918,XBUS_00006918,22.584034,113.965052
XBUS_00007138,XBUS_00007138,22.543703,113.945551
XBUS_00007151,XBUS_00007151,22.533692,113.945554
XBUS_00007152,XBUS_00007152,22.533954,113.945771
XBUS_00007271,XBUS_00007271,22.55015,114.135376
XBUS_00007272,XBUS_00007272,22.55093,114.135447
XBUS_00007291,XBUS_00007291,22.535876,113.952132
XBUS_00007400,XBUS_00007400,22.556884,113.940099
XBUS_00007401,XBUS_00007401,22.556764,113.940679
XBUS_00007402,XBUS_00007402,22.543495,113.927537
XBUS_00007416,XBUS_00007416,22.53767,114.116848
XBUS_00007417,XBUS_00007417,22.571242,114.066569
XBUS_00007450,XBUS_00007450,22.491353,113.892306
XBUS_00007451,XBUS_00007451,22.491631,113.892667
XBUS_00007462,XBUS_00007462,22.463772,113.89513
XBUS_00007470,XBUS_00007470,22.516622,113.931206
XBUS_00007471,XBUS_00007471,22.518071,113.930348
XBUS_00007473,XBUS_00007473,22.509952,114.047767
XBUS_00007475,XBUS_00007475,22.533663,113.991256
XBUS_00007477,XBUS_00007477,22.548245,114.135102
XBUS_00007478,XBUS_00007478,22.54816,114.13516
XBUS_00007479,XBUS_00007479,22.548052,114.14054
XBUS_00007521,XBUS_00007521,22.568417,113.966697
XBUS_00007523,XBUS_00007523,22.569913,113.963171
XBUS_00007524,XBUS_00007524,22.561228,113.97959
XBUS_00007594,XBUS_00007594,22.54549,114.065292
XBUS_00007595,XBUS_00007595,22.544019,114.065483
XBUS_00007596,XBUS_00007596,22.528521,114.0426
XBUS_00007724,XBUS_00007724,22.541054,114.14394
XBUS_00007725,XBUS_00007725,22.541142,114.144077
XBUS_00007747,XBUS_00007747,22.574372,114.126835
XBUS_00007748,XBUS_00007748,22.5748,114.130917
XBUS_00007751,XBUS_00007751,22.578921,114.112466
XBUS_00007752,XBUS_00007752,22.546474,114.14729
XBUS_00007765,XBUS_00007765,22.537137,114.116933
XBUS_00007772,XBUS_00007772,22.548357,114.122323
XBUS_00007773,XBUS_00007773,22.604588,114.175344
XBUS_00007775,XBUS_00007775,22.568372,114.168775
XBUS_00007776,XBUS_00007776,22.534845,114.104959
XBUS_00007777,XBUS_00007777,22.569187,114.088679
XBUS_00007779,XBUS_00007779,22.566865,114.143117
XBUS_00007781,XBUS_00007781,22.582898,114.139552
XBUS_00007802,XBUS_00007802,22.539818,114.129101
XBUS_00007835,XBUS_00007835,22.568679,114.129992
XBUS_00007850,XBUS_00007850,22.555078,114.152081
XBUS_00007941,XBUS_00007941,22.539403,113.966431
XBUS_00007949,XBUS_00007949,22.53929,113.968839
XBUS_00007977,XBUS_00007977,22.506833,113.924591
XBUS_00007978,XBUS_00007978,22.521039,113.949362
XBUS_00007979,XBUS_00007979,22.517079,113.940329
XBUS_00007982,XBUS_00007982,22.517939,113.940365
XBUS_00007984,XBUS_00007984,22.554264,114.186963
XBUS_00008023,XBUS_00008023,22.566877,114.077306
XBUS_00008024,XBUS_00008024,22.561711,114.058059
XBUS_00008025,XBUS_00008025,22.562861,114.052455
XBUS_00008026,XBUS_00008026,22.56178,114.055281
XBUS_00008029,XBUS_00008029,22.557841,114.021878
XBUS_00008030,XBUS_00008030,22.556432,114.015699
XBUS_00008031,XBUS_00008031,22.55481,113.98345
XBUS_00008032,XBUS_00008032,22.555128,113.973024
XBUS_00008033,XBUS_00008033,22.553451,113.953501
XBUS_00008034,XBUS_00008034,22.552678,113.946621
XBUS_00008035,XBUS_00008035,22.552929,113.942959
XBUS_00008036,XBUS_00008036,22.549121,114.103414
XBUS_00008037,XBUS_00008037,22.549272,114.103041
XBUS_00008038,XBUS_00008038,22.559531,114.056088
XBUS_00008039,XBUS_00008039,22.558669,114.054347
XBUS_00008044,XBUS_00008044,22.558846,114.10775
XBUS_00008045,XBUS_00008045,22.559026,114.108069
XBUS_00008046,XBUS_00008046,22.556948,114.022429
XBUS_00008047,XBUS_00008047,22.554282,114.011054
XBUS_00008048,XBUS_00008048,22.554985,114.01397
XBUS_00008049,XBUS_00008049,22.553974,113.983443
XBUS_00008050,XBUS_00008050,22.554159,113.973156
XBUS_00008051,XBUS_00008051,22.553953,113.962995
XBUS_00008052,XBUS_00008052,22.553061,113.962437
XBUS_00008053,XBUS_00008053,22.552127,113.951873
XBUS_00008054,XBUS_00008054,22.551695,113.947422
XBUS_00008055,XBUS_00008055,22.551927,113.944221
XBUS_00008056,XBUS_00008056,22.552801,113.939527
XBUS_00008076,XBUS_00008076,22.519556,113.9626
XBUS_00008077,XBUS_00008077,22.519786,113.983956
XBUS_00008078,XBUS_00008078,22.520334,113.977441
XBUS_00008186,XBUS_00008186,22.580756,113.941771
XBUS_00008188,XBUS_00008188,22.509885,113.935923
XBUS_00008189,XBUS_00008189,22.510031,113.935267
XBUS_00008190,XBUS_00008190,22.527014,113.952796
XBUS_00008191,XBUS_00008191,22.527206,113.952507
XBUS_00008198,XBUS_00008198,22.520776,113.931066
XBUS_00008209,XBUS_00008209,22.551971,113.940843
XBUS_00008211,XBUS_00008211,22.512419,113.938387
XBUS_00008212,XBUS_00008212,22.560262,114.032362
XBUS_00008213,XBUS_00008213,22.561075,114.035596
XBUS_00008214,XBUS_00008214,22.536681,114.057654
XBUS_00008215,XBUS_00008215,22.529806,114.044738
XBUS_00008216,XBUS_00008216,22.531121,114.047076
XBUS_00008217,XBUS_00008217,22.53171,114.048637
XBUS_00008219,XBUS_00008219,22.515486,113.93744
XBUS_00008220,XBUS_00008220,22.515498,113.938451
XBUS_00008221,XBUS_00008221,22.488206,113.912872
XBUS_00008222,XBUS_00008222,22.488133,113.913073
XBUS_00008223,XBUS_00008223,22.542689,114.064412
XBUS_00008224,XBUS_00008224,22.542863,114.06448
XBUS_00008225,XBUS_00008225,22.536991,114.06209
XBUS_00008226,XBUS_00008226,22.536794,114.06193
XBUS_00008233,XBUS_00008233,22.510666,114.06086
XBUS_00008234,XBUS_00008234,22.515413,114.066827
XBUS_00008235,XBUS_00008235,22.516885,114.06802
XBUS_00008236,XBUS_00008236,22.516179,114.068485
XBUS_00008237,XBUS_00008237,22.547443,114.062951
XBUS_00008238,XBUS_00008238,22.547479,114.063148
XBUS_00008240,XBUS_00008240,22.472029,113.905552
XBUS_00008241,XBUS_00008241,22.472142,113.905936
XBUS_00008303,XBUS_00008303,22.494909,113.884876
XBUS_00008339,XBUS_00008339,22.532371,113.918286
XBUS_00008340,XBUS_00008340,22.532549,113.91798
XBUS_00008341,XBUS_00008341,22.532102,113.911252
XBUS_00008342,XBUS_00008342,22.532335,113.913811
XBUS_00008345,XBUS_00008345,22.536443,113.927331
XBUS_00008346,XBUS_00008346,22.534711,113.927285
XBUS_00008347,XBUS_00008347,22.553421,113.945261
XBUS_00008368,XBUS_00008368,22.485613,113.915224
XBUS_00008369,XBUS_00008369,22.48548,113.915408
XBUS_00008370,XBUS_00008370,22.488597,113.9201
XBUS_00008371,XBUS_00008371,22.488155,113.91891
XBUS_00008374,XBUS_00008374,22.539206,113.953906
XBUS_00008382,XBUS_00008382,22.549137,114.122817
XBUS_00008431,XBUS_00008431,22.547052,114.14789
XBUS_00008444,XBUS_00008444,22.583412,113.954608
XBUS_00008445,XBUS_00008445,22.584419,113.954688
XBUS_00008446,XBUS_00008446,22.583218,113.954892
XBUS_00008447,XBUS_00008447,22.584382,113.954892
XBUS_00008448,XBUS_00008448,22.555454,113.993785
XBUS_00008450,XBUS_00008450,22.568414,113.930605
XBUS_00008451,XBUS_00008451,22.568633,113.930498
XBUS_00008452,XBUS_00008452,22.579061,113.958503
XBUS_00008453,XBUS_00008453,22.499533,113.928429
XBUS_00008454,XBUS_00008454,22.486824,113.922391
XBUS_00008455,XBUS_00008455,22.58322,113.948141
XBUS_00008456,XBUS_00008456,22.582832,113.947973
XBUS_00008457,XBUS_00008457,22.580827,113.946348
XBUS_00008458,XBUS_00008458,22.580436,113.946385
XBUS_00008459,XBUS_00008459,22.585091,113.950843
XBUS_00008460,XBUS_00008460,22.585261,113.950666
XBUS_00008461,XBUS_00008461,22.498924,113.924773
XBUS_00008462,XBUS_00008462,22.498543,113.924597
XBUS_00008463,XBUS_00008463,22.49938,113.92582
XBUS_00008464,XBUS_00008464,22.499615,113.926012
XBUS_00008465,XBUS_00008465,22.499819,113.934081
XBUS_00008466,XBUS_00008466,22.499943,113.933654
XBUS_00008467,XBUS_00008467,22.547939,114.149533
XBUS_00008474,XBUS_00008474,22.568382,114.057983
XBUS_00008485,XBUS_00008485,22.482054,113.91798
XBUS_00008486,XBUS_00008486,22.482295,113.917894
XBUS_00008487,XBUS_00008487,22.54855,114.059781
XBUS_00008488,XBUS_00008488,22.493619,113.891384
XBUS_00008489,XBUS_00008489,22.494382,113.891314
XBUS_00008491,XBUS_00008491,22.568523,114.058229
XBUS_00008493,XBUS_00008493,22.545415,113.938433
