STOPID,STOPNAME,X,Y
XBUS_00005215,XBUS_00005215,22.542343,114.114383
XBUS_00005216,XBUS_00005216,22.548026,114.112583
XBUS_00005217,XBUS_00005217,22.54935,114.112545
XBUS_00005218,XBUS_00005218,22.542919,114.116683
XBUS_00005219,XBUS_00005219,22.542786,114.117465
XBUS_00005220,XBUS_00005220,22.543182,114.118442
XBUS_00005221,XBUS_00005221,22.543318,114.120403
XBUS_00005222,XBUS_00005222,22.550339,114.111605
XBUS_00005223,XBUS_00005223,22.555862,114.112767
XBUS_00005224,XBUS_00005224,22.556091,114.112183
XBUS_00005225,XBUS_00005225,22.555907,114.117362
XBUS_00005226,XBUS_00005226,22.55614,114.117301
XBUS_00005227,XBUS_00005227,22.558917,114.103433
XBUS_00005228,XBUS_00005228,22.56,114.104541
XBUS_00005231,XBUS_00005231,22.562215,114.107464
XBUS_00005232,XBUS_00005232,22.562716,114.104169
XBUS_00005233,XBUS_00005233,22.564252,114.104409
XBUS_00005235,XBUS_00005235,22.561464,114.109009
XBUS_00005236,XBUS_00005236,22.560978,114.10919
XBUS_00005237,XBUS_00005237,22.564025,114.109117
XBUS_00005238,XBUS_00005238,22.564135,114.108947
XBUS_00005239,XBUS_00005239,22.569907,114.103704
XBUS_00005240,XBUS_00005240,22.570152,114.104182
XBUS_00005243,XBUS_00005243,22.573558,114.10361
XBUS_00005244,XBUS_00005244,22.573751,114.104178
XBUS_00005245,XBUS_00005245,22.569929,114.107688
XBUS_00005246,XBUS_00005246,22.569822,114.108717
XBUS_00005247,XBUS_00005247,22.567985,114.109864
XBUS_00005248,XBUS_00005248,22.568189,114.110558
XBUS_00005249,XBUS_00005249,22.571589,114.110493
XBUS_00005250,XBUS_00005250,22.56259,114.112064
XBUS_00005251,XBUS_00005251,22.562855,114.112303
XBUS_00005252,XBUS_00005252,22.546102,114.112866
XBUS_00005253,XBUS_00005253,22.565385,114.11287
XBUS_00005254,XBUS_00005254,22.565165,114.112722
XBUS_00005257,XBUS_00005257,22.559881,114.119571
XBUS_00005259,XBUS_00005259,22.567559,114.112791
XBUS_00005260,XBUS_00005260,22.567945,114.112626
XBUS_00005261,XBUS_00005261,22.569003,114.11187
XBUS_00005262,XBUS_00005262,22.569223,114.111894
XBUS_00005263,XBUS_00005263,22.572267,114.112787
XBUS_00005264,XBUS_00005264,22.57392,114.114571
XBUS_00005265,XBUS_00005265,22.5734,114.11507
XBUS_00005266,XBUS_00005266,22.544261,114.120431
XBUS_00005267,XBUS_00005267,22.542391,114.122566
XBUS_00005268,XBUS_00005268,22.542482,114.122348
XBUS_00005272,XBUS_00005272,22.545265,114.122536
XBUS_00005273,XBUS_00005273,22.547868,114.121776
XBUS_00005274,XBUS_00005274,22.547874,114.122034
XBUS_00005275,XBUS_00005275,22.544827,114.124865
XBUS_00005276,XBUS_00005276,22.544471,114.125706
XBUS_00005277,XBUS_00005277,22.544286,114.126168
XBUS_00005279,XBUS_00005279,22.553613,114.120641
XBUS_00005281,XBUS_00005281,22.55031,114.123187
XBUS_00005283,XBUS_00005283,22.556247,114.121773
XBUS_00005285,XBUS_00005285,22.551018,114.12388
XBUS_00005286,XBUS_00005286,22.551523,114.123935
XBUS_00005287,XBUS_00005287,22.54245,114.127957
XBUS_00005288,XBUS_00005288,22.542346,114.129719
XBUS_00005289,XBUS_00005289,22.544833,114.129548
XBUS_00005290,XBUS_00005290,22.545003,114.129212
XBUS_00005291,XBUS_00005291,22.543311,114.131137
XBUS_00005292,XBUS_00005292,22.543776,114.130944
XBUS_00005293,XBUS_00005293,22.545906,114.128517
XBUS_00005294,XBUS_00005294,22.547733,114.131082
XBUS_00005295,XBUS_00005295,22.547812,114.130899
XBUS_00005296,XBUS_00005296,22.545464,114.133679
XBUS_00005297,XBUS_00005297,22.54564,114.133203
XBUS_00005298,XBUS_00005298,22.547436,114.132351
XBUS_00005299,XBUS_00005299,22.547523,114.132958
XBUS_00005300,XBUS_00005300,22.55144,114.129559
XBUS_00005301,XBUS_00005301,22.55148,114.129815
XBUS_00005302,XBUS_00005302,22.551909,114.131971
XBUS_00005303,XBUS_00005303,22.574703,114.130263
XBUS_00005304,XBUS_00005304,22.555459,114.131364
XBUS_00005305,XBUS_00005305,22.557572,114.130037
XBUS_00005306,XBUS_00005306,22.557343,114.131967
XBUS_00005307,XBUS_00005307,22.557586,114.131906
XBUS_00005308,XBUS_00005308,22.551522,114.131958
XBUS_00005309,XBUS_00005309,22.551829,114.13603
XBUS_00005310,XBUS_00005310,22.55321,114.138317
XBUS_00005311,XBUS_00005311,22.554811,114.132328
XBUS_00005313,XBUS_00005313,22.556435,114.135173
XBUS_00005315,XBUS_00005315,22.560842,114.123496
XBUS_00005316,XBUS_00005316,22.561833,114.123561
XBUS_00005318,XBUS_00005318,22.562953,114.121051
XBUS_00005321,XBUS_00005321,22.5662,114.126158
XBUS_00005322,XBUS_00005322,22.56655,114.126384
XBUS_00005325,XBUS_00005325,22.56911,114.122999
XBUS_00005326,XBUS_00005326,22.569039,114.122783
XBUS_00005327,XBUS_00005327,22.560126,114.129696
XBUS_00005328,XBUS_00005328,22.558071,114.130173
XBUS_00005329,XBUS_00005329,22.560286,114.130011
XBUS_00005330,XBUS_00005330,22.562553,114.129882
XBUS_00005331,XBUS_00005331,22.563844,114.130371
XBUS_00005332,XBUS_00005332,22.565944,114.130056
XBUS_00005333,XBUS_00005333,22.55868,114.13411
XBUS_00005334,XBUS_00005334,22.558421,114.133928
XBUS_00005336,XBUS_00005336,22.576602,114.128778
XBUS_00005337,XBUS_00005337,22.568048,114.131309
XBUS_00005338,XBUS_00005338,22.570951,114.129151
XBUS_00005339,XBUS_00005339,22.571203,114.129411
XBUS_00005340,XBUS_00005340,22.573886,114.12952
XBUS_00005341,XBUS_00005341,22.568141,114.132204
XBUS_00005342,XBUS_00005342,22.569264,114.135429
XBUS_00005343,XBUS_00005343,22.569485,114.135267
XBUS_00005344,XBUS_00005344,22.574286,114.132176
XBUS_00005345,XBUS_00005345,22.576996,114.105509
XBUS_00005346,XBUS_00005346,22.577815,114.105665
XBUS_00005347,XBUS_00005347,22.579493,114.106205
XBUS_00005348,XBUS_00005348,22.579666,114.106419
XBUS_00005349,XBUS_00005349,22.583788,114.106713
XBUS_00005350,XBUS_00005350,22.583949,114.107049
XBUS_00005351,XBUS_00005351,22.583509,114.117378
XBUS_00005353,XBUS_00005353,22.587908,114.112233
XBUS_00005354,XBUS_00005354,22.58829,114.112285
XBUS_00005355,XBUS_00005355,22.583033,114.119349
XBUS_00005357,XBUS_00005357,22.577314,114.12177
XBUS_00005358,XBUS_00005358,22.576576,114.125228
XBUS_00005359,XBUS_00005359,22.576729,114.125358
XBUS_00005360,XBUS_00005360,22.583233,114.119832
XBUS_00005365,XBUS_00005365,22.5754,114.134764
XBUS_00005366,XBUS_00005366,22.576837,114.129154
XBUS_00005367,XBUS_00005367,22.577061,114.134064
XBUS_00005368,XBUS_00005368,22.576893,114.134219
XBUS_00005369,XBUS_00005369,22.579768,114.135606
XBUS_00005370,XBUS_00005370,22.580226,114.135671
XBUS_00005377,XBUS_00005377,22.54618,114.13638
XBUS_00005378,XBUS_00005378,22.546349,114.138496
XBUS_00005379,XBUS_00005379,22.546088,114.137148
XBUS_00005381,XBUS_00005381,22.546469,114.13788
XBUS_00005383,XBUS_00005383,22.548584,114.142688
XBUS_00005384,XBUS_00005384,22.548267,114.141982
XBUS_00005385,XBUS_00005385,22.554982,114.139492
XBUS_00005386,XBUS_00005386,22.554447,114.138972
XBUS_00005387,XBUS_00005387,22.557877,114.138104
XBUS_00005388,XBUS_00005388,22.557224,114.138912
XBUS_00005389,XBUS_00005389,22.559035,114.142104
XBUS_00005390,XBUS_00005390,22.554529,114.141536
XBUS_00005391,XBUS_00005391,22.554781,114.141012
XBUS_00005392,XBUS_00005392,22.555048,114.140969
XBUS_00005393,XBUS_00005393,22.557886,114.141499
XBUS_00005395,XBUS_00005395,22.544866,114.146259
XBUS_00005396,XBUS_00005396,22.545798,114.14712
XBUS_00005397,XBUS_00005397,22.54726,114.144135
XBUS_00005398,XBUS_00005398,22.547095,114.144694
XBUS_00005399,XBUS_00005399,22.547376,114.145733
XBUS_00005400,XBUS_00005400,22.547251,114.146291
XBUS_00005401,XBUS_00005401,22.550292,114.148446
XBUS_00005402,XBUS_00005402,22.5493,114.148498
XBUS_00005403,XBUS_00005403,22.552932,114.150374
XBUS_00005404,XBUS_00005404,22.552676,114.150689
XBUS_00005405,XBUS_00005405,22.554095,114.149998
XBUS_00005406,XBUS_00005406,22.561819,114.139238
XBUS_00005407,XBUS_00005407,22.5632,114.140103
XBUS_00005408,XBUS_00005408,22.560361,114.143168
XBUS_00005409,XBUS_00005409,22.560246,114.142904
XBUS_00005410,XBUS_00005410,22.568984,114.13754
XBUS_00005411,XBUS_00005411,22.568386,114.139258
XBUS_00005412,XBUS_00005412,22.569131,114.137906
XBUS_00005414,XBUS_00005414,22.569201,114.142762
XBUS_00005415,XBUS_00005415,22.567156,114.143148
XBUS_00005416,XBUS_00005416,22.573846,114.140273
XBUS_00005417,XBUS_00005417,22.57442,114.144931
XBUS_00005418,XBUS_00005418,22.573609,114.144352
XBUS_00005419,XBUS_00005419,22.541667,114.153339
XBUS_00005420,XBUS_00005420,22.544727,114.154306
XBUS_00005421,XBUS_00005421,22.551077,114.156396
XBUS_00005422,XBUS_00005422,22.545272,114.154403
XBUS_00005423,XBUS_00005423,22.549048,114.156289
XBUS_00005424,XBUS_00005424,22.551296,114.156521
XBUS_00005425,XBUS_00005425,22.54925,114.156471
XBUS_00005426,XBUS_00005426,22.553496,114.154845
XBUS_00005427,XBUS_00005427,22.553364,114.155447
XBUS_00005429,XBUS_00005429,22.55578,114.159417
XBUS_00005431,XBUS_00005431,22.562578,114.162501
XBUS_00005432,XBUS_00005432,22.562227,114.162316
XBUS_00005434,XBUS_00005434,22.55994,114.165453
XBUS_00005436,XBUS_00005436,22.561403,114.164095
XBUS_00005437,XBUS_00005437,22.559648,114.169204
XBUS_00005442,XBUS_00005442,22.574637,114.136552
XBUS_00005444,XBUS_00005444,22.576822,114.137336
XBUS_00005445,XBUS_00005445,22.577609,114.122652
XBUS_00005446,XBUS_00005446,22.576721,114.14004
XBUS_00005447,XBUS_00005447,22.581729,114.136319
XBUS_00005448,XBUS_00005448,22.581647,114.137226
XBUS_00005449,XBUS_00005449,22.581783,114.139535
XBUS_00005450,XBUS_00005450,22.581706,114.14002
XBUS_00005451,XBUS_00005451,22.576538,114.140638
XBUS_00005452,XBUS_00005452,22.577346,114.143481
XBUS_00005453,XBUS_00005453,22.577253,114.143319
XBUS_00005454,XBUS_00005454,22.579429,114.141947
XBUS_00005455,XBUS_00005455,22.580107,114.141634
XBUS_00005456,XBUS_00005456,22.578042,114.119796
XBUS_00005458,XBUS_00005458,22.603456,114.168303
XBUS_00005459,XBUS_00005459,22.563951,114.171678
XBUS_00005460,XBUS_00005460,22.556881,114.183314
XBUS_00005461,XBUS_00005461,22.556452,114.183346
XBUS_00005462,XBUS_00005462,22.560341,114.168626
XBUS_00005463,XBUS_00005463,22.560379,114.17194
XBUS_00005464,XBUS_00005464,22.559658,114.172453
XBUS_00005465,XBUS_00005465,22.564166,114.169485
XBUS_00005468,XBUS_00005468,22.560408,114.174196
XBUS_00005469,XBUS_00005469,22.55971,114.174762
XBUS_00005473,XBUS_00005473,22.565227,114.175207
XBUS_00005474,XBUS_00005474,22.565885,114.170475
XBUS_00005475,XBUS_00005475,22.566687,114.174501
XBUS_00005476,XBUS_00005476,22.559,114.180429
XBUS_00005477,XBUS_00005477,22.596596,114.173661
XBUS_00005478,XBUS_00005478,22.596789,114.174087
XBUS_00005479,XBUS_00005479,22.598681,114.174484
XBUS_00005480,XBUS_00005480,22.59828,114.174478
XBUS_00005481,XBUS_00005481,22.602545,114.17037
XBUS_00005482,XBUS_00005482,22.602916,114.175239
XBUS_00005483,XBUS_00005483,22.602537,114.170833
XBUS_00005484,XBUS_00005484,22.603066,114.172748
XBUS_00005485,XBUS_00005485,22.602447,114.175288
XBUS_00005486,XBUS_00005486,22.603075,114.173378
XBUS_00005487,XBUS_00005487,22.600791,114.178674
XBUS_00005488,XBUS_00005488,22.600869,114.178734
XBUS_00005489,XBUS_00005489,22.595925,114.187869
XBUS_00005490,XBUS_00005490,22.595449,114.188258
XBUS_00005618,XBUS_00005618,22.526626,114.021772
XBUS_00005619,XBUS_00005619,22.508662,114.057131
XBUS_00005621,XBUS_00005621,22.540797,114.066239
XBUS_00005622,XBUS_00005622,22.534886,114.064706
XBUS_00005623,XBUS_00005623,22.534583,114.053611
XBUS_00005624,XBUS_00005624,22.55275,114.096051
XBUS_00005627,XBUS_00005627,22.530149,113.969239
XBUS_00005629,XBUS_00005629,22.54143,113.994824
XBUS_00005630,XBUS_00005630,22.529546,114.117136
XBUS_00005634,XBUS_00005634,22.565653,114.03255
XBUS_00005638,XBUS_00005638,22.47821,113.889013
XBUS_00005639,XBUS_00005639,22.469023,113.892588
XBUS_00005640,XBUS_00005640,22.468824,113.892466
XBUS_00005641,XBUS_00005641,22.472178,113.894952
XBUS_00005643,XBUS_00005643,22.468656,113.900432
XBUS_00005644,XBUS_00005644,22.468872,113.900857
XBUS_00005650,XBUS_00005650,22.479923,113.889394
XBUS_00005651,XBUS_00005651,22.480144,113.8895
XBUS_00005656,XBUS_00005656,22.493721,113.887463
XBUS_00005657,XBUS_00005657,22.493795,113.888352
XBUS_00005658,XBUS_00005658,22.494571,113.890227
XBUS_00005659,XBUS_00005659,22.478626,113.892742
XBUS_00005660,XBUS_00005660,22.478967,113.892254
XBUS_00005661,XBUS_00005661,22.478019,113.896626
XBUS_00005662,XBUS_00005662,22.478111,113.895313
XBUS_00005663,XBUS_00005663,22.477221,113.904833
XBUS_00005664,XBUS_00005664,22.476905,113.905312
XBUS_00005665,XBUS_00005665,22.49442,113.890408
XBUS_00005666,XBUS_00005666,22.495775,113.892254
XBUS_00005667,XBUS_00005667,22.4956,113.891822
XBUS_00005668,XBUS_00005668,22.498622,113.895159
XBUS_00005669,XBUS_00005669,22.498458,113.894797
XBUS_00005670,XBUS_00005670,22.503915,113.898447
XBUS_00005671,XBUS_00005671,22.50406,113.898324
XBUS_00005672,XBUS_00005672,22.506375,113.90011
XBUS_00005673,XBUS_00005673,22.5068,113.900933
XBUS_00005674,XBUS_00005674,22.509426,113.904465
XBUS_00005675,XBUS_00005675,22.509617,113.904358
XBUS_00005676,XBUS_00005676,22.511959,113.907094
XBUS_00005677,XBUS_00005677,22.512524,113.907363
XBUS_00005678,XBUS_00005678,22.474377,113.908304
XBUS_00005679,XBUS_00005679,22.474234,113.908388
XBUS_00005680,XBUS_00005680,22.476709,113.911735
XBUS_00005681,XBUS_00005681,22.476647,113.911464
XBUS_00005682,XBUS_00005682,22.481132,113.913112
XBUS_00005683,XBUS_00005683,22.481499,113.913375
XBUS_00005686,XBUS_00005686,22.490152,113.913117
XBUS_00005687,XBUS_00005687,22.490569,113.913394
XBUS_00005689,XBUS_00005689,22.492001,113.913508
XBUS_00005692,XBUS_00005692,22.490053,113.916452
XBUS_00005693,XBUS_00005693,22.490632,113.916513
XBUS_00005694,XBUS_00005694,22.489656,113.9173
XBUS_00005695,XBUS_00005695,22.490177,113.9177
XBUS_00005696,XBUS_00005696,22.484796,113.92112
XBUS_00005697,XBUS_00005697,22.485565,113.922419
XBUS_00005698,XBUS_00005698,22.49022,113.921578
XBUS_00005699,XBUS_00005699,22.490047,113.921988
XBUS_00005700,XBUS_00005700,22.492244,113.913792
XBUS_00005701,XBUS_00005701,22.494511,113.91627
XBUS_00005702,XBUS_00005702,22.494279,113.915915
XBUS_00005703,XBUS_00005703,22.497286,113.918572
XBUS_00005704,XBUS_00005704,22.497453,113.918643
XBUS_00005705,XBUS_00005705,22.492662,113.918937
XBUS_00005706,XBUS_00005706,22.492889,113.918938
XBUS_00005707,XBUS_00005707,22.494399,113.918935
XBUS_00005708,XBUS_00005708,22.495221,113.919812
XBUS_00005709,XBUS_00005709,22.495834,113.921518
XBUS_00005710,XBUS_00005710,22.49593,113.921655
XBUS_00005711,XBUS_00005711,22.49755,113.920943
XBUS_00005712,XBUS_00005712,22.499366,113.921416
XBUS_00005713,XBUS_00005713,22.501674,113.917915
XBUS_00005714,XBUS_00005714,22.501558,113.917581
XBUS_00005715,XBUS_00005715,22.500852,113.920429
XBUS_00005716,XBUS_00005716,22.500521,113.920821
XBUS_00005717,XBUS_00005717,22.502752,113.922745
XBUS_00005718,XBUS_00005718,22.509611,113.918134
XBUS_00005719,XBUS_00005719,22.506088,113.921793
XBUS_00005720,XBUS_00005720,22.506641,113.921434
XBUS_00005721,XBUS_00005721,22.487235,113.924416
XBUS_00005722,XBUS_00005722,22.487503,113.924677
XBUS_00005723,XBUS_00005723,22.485128,113.925169
XBUS_00005724,XBUS_00005724,22.485181,113.925625
XBUS_00005725,XBUS_00005725,22.490322,113.925902
XBUS_00005726,XBUS_00005726,22.491972,113.924986
XBUS_00005727,XBUS_00005727,22.490478,113.925932
XBUS_00005728,XBUS_00005728,22.488103,113.928449
XBUS_00005729,XBUS_00005729,22.487124,113.929813
XBUS_00005730,XBUS_00005730,22.487126,113.930065
XBUS_00005731,XBUS_00005731,22.488262,113.927617
XBUS_00005732,XBUS_00005732,22.485875,113.932902
XBUS_00005733,XBUS_00005733,22.486009,113.932845
XBUS_00005734,XBUS_00005734,22.485976,113.934804
XBUS_00005735,XBUS_00005735,22.490912,113.934986
XBUS_00005736,XBUS_00005736,22.486221,113.936048
XBUS_00005737,XBUS_00005737,22.487275,113.936292
XBUS_00005738,XBUS_00005738,22.489553,113.935167
XBUS_00005739,XBUS_00005739,22.494038,113.92327
XBUS_00005740,XBUS_00005740,22.494282,113.923209
XBUS_00005741,XBUS_00005741,22.492332,113.924733
XBUS_00005742,XBUS_00005742,22.494383,113.924678
XBUS_00005743,XBUS_00005743,22.495352,113.92485
XBUS_00005744,XBUS_00005744,22.493092,113.930222
XBUS_00005745,XBUS_00005745,22.493669,113.930252
XBUS_00005746,XBUS_00005746,22.49639,113.929607
XBUS_00005747,XBUS_00005747,22.496308,113.929763
XBUS_00005748,XBUS_00005748,22.503595,113.92333
XBUS_00005749,XBUS_00005749,22.504154,113.928673
XBUS_00005750,XBUS_00005750,22.504242,113.9285
XBUS_00005751,XBUS_00005751,22.500541,113.928959
XBUS_00005752,XBUS_00005752,22.500687,113.929136
XBUS_00005753,XBUS_00005753,22.504729,113.927466
XBUS_00005754,XBUS_00005754,22.504833,113.927667
XBUS_00005755,XBUS_00005755,22.494347,113.933876
XBUS_00005756,XBUS_00005756,22.49568,113.933878
XBUS_00005757,XBUS_00005757,22.49915,113.933035
XBUS_00005758,XBUS_00005758,22.50068,113.932894
XBUS_00005759,XBUS_00005759,22.503854,113.932197
XBUS_00005760,XBUS_00005760,22.506205,113.932357
XBUS_00005761,XBUS_00005761,22.504795,113.934158
XBUS_00005762,XBUS_00005762,22.505049,113.934377
XBUS_00005763,XBUS_00005763,22.512298,113.910475
XBUS_00005764,XBUS_00005764,22.512698,113.910239
XBUS_00005765,XBUS_00005765,22.515205,113.91022
XBUS_00005766,XBUS_00005766,22.515248,113.909995
XBUS_00005767,XBUS_00005767,22.511866,113.914167
XBUS_00005768,XBUS_00005768,22.512126,113.914478
XBUS_00005769,XBUS_00005769,22.513193,113.913707
XBUS_00005770,XBUS_00005770,22.514053,113.91384
XBUS_00005771,XBUS_00005771,22.519809,113.913732
XBUS_00005772,XBUS_00005772,22.52003,113.914095
XBUS_00005773,XBUS_00005773,22.511015,113.917045
XBUS_00005774,XBUS_00005774,22.508586,113.918635
XBUS_00005775,XBUS_00005775,22.510973,113.916767
XBUS_00005776,XBUS_00005776,22.515832,113.915695
XBUS_00005777,XBUS_00005777,22.515952,113.916379
XBUS_00005778,XBUS_00005778,22.514247,113.918285
XBUS_00005779,XBUS_00005779,22.514655,113.91835
XBUS_00005780,XBUS_00005780,22.518875,113.918657
XBUS_00005781,XBUS_00005781,22.518496,113.918226
XBUS_00005782,XBUS_00005782,22.522713,113.915722
XBUS_00005783,XBUS_00005783,22.518995,113.922404
XBUS_00005784,XBUS_00005784,22.51985,113.922429
XBUS_00005785,XBUS_00005785,22.522454,113.919443
XBUS_00005786,XBUS_00005786,22.522687,113.919254
XBUS_00005787,XBUS_00005787,22.523296,113.917161
XBUS_00005789,XBUS_00005789,22.523589,113.926598
XBUS_00005790,XBUS_00005790,22.5282,113.912786
XBUS_00005791,XBUS_00005791,22.528337,113.912538
XBUS_00005792,XBUS_00005792,22.525299,113.914976
XBUS_00005793,XBUS_00005793,22.525469,113.91521
XBUS_00005794,XBUS_00005794,22.529964,113.915367
XBUS_00005795,XBUS_00005795,22.530404,113.915133
XBUS_00005796,XBUS_00005796,22.525898,113.919175
XBUS_00005797,XBUS_00005797,22.525604,113.91938
XBUS_00005798,XBUS_00005798,22.526877,113.918885
XBUS_00005799,XBUS_00005799,22.527375,113.918863
XBUS_00005802,XBUS_00005802,22.530256,113.918856
XBUS_00005803,XBUS_00005803,22.53074,113.918755
XBUS_00005804,XBUS_00005804,22.532642,113.920024
XBUS_00005805,XBUS_00005805,22.532477,113.920178
XBUS_00005808,XBUS_00005808,22.532375,113.922436
XBUS_00005809,XBUS_00005809,22.534497,113.915045
XBUS_00005810,XBUS_00005810,22.534725,113.915252
XBUS_00005813,XBUS_00005813,22.537915,113.914884
XBUS_00005814,XBUS_00005814,22.538324,113.915097
XBUS_00005815,XBUS_00005815,22.533521,113.91908
XBUS_00005816,XBUS_00005816,22.533521,113.919254
XBUS_00005817,XBUS_00005817,22.534884,113.919272
XBUS_00005818,XBUS_00005818,22.535213,113.919536
XBUS_00005821,XBUS_00005821,22.539274,113.920235
XBUS_00005822,XBUS_00005822,22.539288,113.920018
XBUS_00005825,XBUS_00005825,22.540431,113.922443
XBUS_00005826,XBUS_00005826,22.509357,113.925699
XBUS_00005827,XBUS_00005827,22.509878,113.925594
XBUS_00005828,XBUS_00005828,22.511715,113.9265
XBUS_00005829,XBUS_00005829,22.516779,113.924238
XBUS_00005830,XBUS_00005830,22.513665,113.926722
XBUS_00005831,XBUS_00005831,22.515768,113.927367
XBUS_00005832,XBUS_00005832,22.514695,113.929688
XBUS_00005833,XBUS_00005833,22.514873,113.929291
XBUS_00005834,XBUS_00005834,22.516457,113.924361
XBUS_00005835,XBUS_00005835,22.522694,113.923116
XBUS_00005836,XBUS_00005836,22.522699,113.923301
XBUS_00005837,XBUS_00005837,22.523434,113.925613
XBUS_00005838,XBUS_00005838,22.518932,113.92827
XBUS_00005839,XBUS_00005839,22.518766,113.92843
XBUS_00005840,XBUS_00005840,22.509001,113.932277
XBUS_00005841,XBUS_00005841,22.513936,113.932354
XBUS_00005842,XBUS_00005842,22.510895,113.932573
XBUS_00005843,XBUS_00005843,22.514535,113.933399
XBUS_00005844,XBUS_00005844,22.514666,113.933761
XBUS_00005845,XBUS_00005845,22.516508,113.933662
XBUS_00005846,XBUS_00005846,22.514541,113.936317
XBUS_00005847,XBUS_00005847,22.515226,113.936317
XBUS_00005848,XBUS_00005848,22.518547,113.932773
XBUS_00005849,XBUS_00005849,22.521613,113.932506
XBUS_00005850,XBUS_00005850,22.522331,113.932693
XBUS_00005851,XBUS_00005851,22.516962,113.936787
XBUS_00005852,XBUS_00005852,22.516774,113.936942
XBUS_00005853,XBUS_00005853,22.519934,113.937591
XBUS_00005854,XBUS_00005854,22.519156,113.938803
XBUS_00005855,XBUS_00005855,22.525912,113.924037
XBUS_00005856,XBUS_00005856,22.526431,113.92397
XBUS_00005857,XBUS_00005857,22.529877,113.924621
XBUS_00005858,XBUS_00005858,22.532489,113.923488
XBUS_00005859,XBUS_00005859,22.530461,113.924885
XBUS_00005860,XBUS_00005860,22.528392,113.929863
XBUS_00005861,XBUS_00005861,22.527495,113.929228
XBUS_00005862,XBUS_00005862,22.532463,113.926534
XBUS_00005863,XBUS_00005863,22.534911,113.924486
XBUS_00005864,XBUS_00005864,22.536551,113.92452
XBUS_00005865,XBUS_00005865,22.540036,113.922722
XBUS_00005866,XBUS_00005866,22.539751,113.927255
XBUS_00005867,XBUS_00005867,22.532325,113.928772
XBUS_00005868,XBUS_00005868,22.540205,113.927502
XBUS_00005869,XBUS_00005869,22.52597,113.935751
XBUS_00005870,XBUS_00005870,22.527419,113.936337
XBUS_00005871,XBUS_00005871,22.529734,113.938786
XBUS_00005872,XBUS_00005872,22.528312,113.937445
XBUS_00005873,XBUS_00005873,22.533787,113.931844
XBUS_00005874,XBUS_00005874,22.533864,113.932212
XBUS_00005875,XBUS_00005875,22.539262,113.938235
XBUS_00005876,XBUS_00005876,22.539822,113.937236
XBUS_00005877,XBUS_00005877,22.504785,113.939389
XBUS_00005878,XBUS_00005878,22.50505,113.939649
XBUS_00005879,XBUS_00005879,22.504124,113.948769
XBUS_00005880,XBUS_00005880,22.521088,113.944263
XBUS_00005881,XBUS_00005881,22.524375,113.947428
XBUS_00005882,XBUS_00005882,22.524213,113.947435
XBUS_00005883,XBUS_00005883,22.521795,113.949038
XBUS_00005884,XBUS_00005884,22.524206,113.949148
XBUS_00005885,XBUS_00005885,22.52442,113.949197
XBUS_00005886,XBUS_00005886,22.532528,113.946637
XBUS_00005887,XBUS_00005887,22.528106,113.945873
XBUS_00005888,XBUS_00005888,22.526145,113.945638
XBUS_00005889,XBUS_00005889,22.532728,113.94474
XBUS_00005893,XBUS_00005893,22.537309,113.945734
XBUS_00005894,XBUS_00005894,22.537816,113.945481
XBUS_00005895,XBUS_00005895,22.540035,113.942655
XBUS_00005896,XBUS_00005896,22.539618,113.946844
XBUS_00005898,XBUS_00005898,22.530625,113.949893
XBUS_00005899,XBUS_00005899,22.530659,113.950082
XBUS_00005900,XBUS_00005900,22.526552,113.952246
XBUS_00005901,XBUS_00005901,22.525964,113.952408
XBUS_00005902,XBUS_00005902,22.536197,113.948268
XBUS_00005903,XBUS_00005903,22.536405,113.948727
XBUS_00005904,XBUS_00005904,22.536885,113.949839
XBUS_00005905,XBUS_00005905,22.5348,113.949858
XBUS_00005906,XBUS_00005906,22.534369,113.950031
XBUS_00005907,XBUS_00005907,22.537337,113.949987
XBUS_00005908,XBUS_00005908,22.539738,113.949511
XBUS_00005909,XBUS_00005909,22.538961,113.952478
XBUS_00005911,XBUS_00005911,22.540508,113.952427
XBUS_00005912,XBUS_00005912,22.540195,113.95544
XBUS_00005918,XBUS_00005918,22.532632,113.964221
XBUS_00005919,XBUS_00005919,22.531344,113.965665
XBUS_00005920,XBUS_00005920,22.530939,113.96611
XBUS_00005922,XBUS_00005922,22.528606,113.972865
XBUS_00005923,XBUS_00005923,22.536482,113.964225
XBUS_00005927,XBUS_00005927,22.538603,113.968834
XBUS_00005928,XBUS_00005928,22.540084,113.966629
XBUS_00005929,XBUS_00005929,22.538579,113.968927
XBUS_00005930,XBUS_00005930,22.539361,113.96863
XBUS_00005932,XBUS_00005932,22.526969,113.977618
XBUS_00005933,XBUS_00005933,22.536797,113.975356
XBUS_00005935,XBUS_00005935,22.536952,113.973336
XBUS_00005938,XBUS_00005938,22.52574,113.980983
XBUS_00005939,XBUS_00005939,22.526054,113.980819
XBUS_00005940,XBUS_00005940,22.526365,113.98831
XBUS_00005941,XBUS_00005941,22.533313,113.988276
XBUS_00005943,XBUS_00005943,22.533929,113.981224
XBUS_00005944,XBUS_00005944,22.534496,113.980798
XBUS_00005945,XBUS_00005945,22.533814,113.983245
XBUS_00005950,XBUS_00005950,22.522124,113.995804
XBUS_00005951,XBUS_00005951,22.521161,113.990228
XBUS_00005952,XBUS_00005952,22.526103,113.988432
XBUS_00005953,XBUS_00005953,22.533077,113.990747
